name,url,stargazers,watchers,forkCount,isFork,commitComments,releases,createdAt,primaryLanguage
py-faster-rcnn,https://github.com/rbgirshick/py-faster-rcnn,6642,287,3896,False,2,0,2015-09-25T21:04:08Z,Python
WeixinBot,https://github.com/Urinx/WeixinBot,6625,502,1938,False,5,0,2016-01-31T07:53:08Z,Python
tweepy,https://github.com/tweepy/tweepy,6583,264,3035,False,38,11,2009-07-06T04:15:34Z,Python
elastalert,https://github.com/Yelp/elastalert,6568,259,1473,False,31,1,2014-11-24T19:39:19Z,Python
pwntools,https://github.com/Gallopsled/pwntools,6326,294,1181,False,24,37,2013-04-29T14:43:03Z,Python
moviepy,https://github.com/Zulko/moviepy,6313,241,871,False,10,10,2013-08-12T09:39:28Z,Python
pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,6294,226,1376,False,0,0,2017-04-09T15:54:23Z,Python
netbox,https://github.com/netbox-community/netbox,6278,391,1221,False,49,134,2016-02-29T14:15:46Z,Python
insightface,https://github.com/deepinsight/insightface,6276,398,2255,False,1,0,2017-09-01T00:36:51Z,Python
searx,https://github.com/asciimoo/searx,6255,265,1001,False,55,11,2013-10-15T16:20:51Z,Python
plotly.py,https://github.com/plotly/plotly.py,6246,247,1454,False,260,37,2013-11-21T05:53:08Z,Python
30-seconds-of-python,https://github.com/30-seconds/30-seconds-of-python,6238,212,839,False,5,0,2018-01-08T12:17:16Z,Python
howmanypeoplearearound,https://github.com/schollz/howmanypeoplearearound,6216,162,343,False,0,1,2017-05-11T13:06:29Z,Python
records,https://github.com/kennethreitz-archive/records,6201,200,495,False,0,0,2014-12-24T15:20:23Z,Python
bup,https://github.com/bup/bup,6183,250,358,False,8,0,2012-09-03T22:51:40Z,Python
node-gyp,https://github.com/nodejs/node-gyp,6170,252,1100,False,115,0,2012-02-03T05:50:50Z,Python
yowsup,https://github.com/tgalal/yowsup,6164,514,2117,False,55,15,2012-11-03T19:00:14Z,Python
hug,https://github.com/hugapi/hug,6157,183,359,False,17,13,2015-07-17T03:33:50Z,Python
ArchiveBox,https://github.com/pirate/ArchiveBox,6154,124,345,False,2,9,2017-05-05T08:50:14Z,Python
mlflow,https://github.com/mlflow/mlflow,6145,240,1321,False,8,25,2018-06-05T16:05:58Z,Python
pip,https://github.com/pypa/pip,6124,277,1979,False,177,0,2011-03-06T14:30:46Z,Python
deis,https://github.com/deis/deis,6118,283,860,False,112,66,2013-07-22T19:02:40Z,Python
tensorboardX,https://github.com/lanpa/tensorboardX,6115,84,679,False,20,9,2017-06-13T13:54:19Z,Python
paramiko,https://github.com/paramiko/paramiko,6113,324,1499,False,41,0,2009-02-02T03:41:08Z,Python
deep-learning-models,https://github.com/fchollet/deep-learning-models,6109,307,2055,False,3,8,2016-08-03T20:59:28Z,Python
pyro,https://github.com/pyro-ppl/pyro,6075,225,709,False,1,19,2017-06-16T05:03:47Z,Python
nupic,https://github.com/numenta/nupic,6061,642,1581,False,53,47,2013-04-05T23:14:27Z,Python
Anti-Anti-Spider,https://github.com/luyishisi/Anti-Anti-Spider,6055,432,2056,False,1,0,2016-11-14T01:18:11Z,Python
abu,https://github.com/bbfamily/abu,6050,589,2268,False,0,1,2016-09-19T15:31:53Z,Python
eve,https://github.com/pyeve/eve,6031,245,697,False,44,0,2012-10-22T07:39:33Z,Python
anki,https://github.com/ankitects/anki,6025,319,964,False,107,4,2012-12-21T08:03:31Z,Python
h4cker,https://github.com/The-Art-of-Hacking/h4cker,6016,417,888,False,1,0,2017-06-19T17:11:19Z,Python
mps-youtube,https://github.com/mps-youtube/mps-youtube,6014,202,512,False,30,27,2014-02-03T04:17:46Z,Python
supervisor,https://github.com/Supervisor/supervisor,6011,241,1027,False,10,0,2010-12-08T00:48:48Z,Python
arrow,https://github.com/crsmithdev/arrow,5984,137,514,False,15,29,2012-11-18T20:23:27Z,Python
tensorlayer,https://github.com/tensorlayer/tensorlayer,5979,470,1363,False,30,72,2016-06-07T15:55:16Z,Python
text_classification,https://github.com/brightmart/text_classification,5962,299,2240,False,1,0,2017-05-30T14:25:42Z,Python
ajenti,https://github.com/ajenti/ajenti,5933,275,723,False,33,16,2010-03-03T08:04:15Z,Python
botframework-sdk,https://github.com/microsoft/botframework-sdk,5929,484,2228,False,31,75,2016-03-03T23:47:03Z,Python
binwalk,https://github.com/ReFirmLabs/binwalk,5899,346,895,False,7,4,2013-11-15T20:45:40Z,Python
c9-python-getting-started,https://github.com/microsoft/c9-python-getting-started,5864,438,1544,False,0,0,2019-09-17T16:30:14Z,Python
django-debug-toolbar,https://github.com/jazzband/django-debug-toolbar,5846,123,859,False,84,2,2008-08-28T06:58:04Z,Python
erpnext,https://github.com/frappe/erpnext,5815,496,2571,False,162,847,2011-06-08T08:20:56Z,Python
beeswithmachineguns,https://github.com/newsapps/beeswithmachineguns,5810,229,641,False,4,0,2010-06-29T21:26:18Z,Python
PyMySQL,https://github.com/PyMySQL/PyMySQL,5806,233,1174,False,22,0,2011-07-27T17:38:47Z,Python
PyTorch-GAN,https://github.com/eriklindernoren/PyTorch-GAN,5758,163,1619,False,0,0,2018-04-21T13:06:40Z,Python
loguru,https://github.com/Delgan/loguru,5758,86,267,False,4,13,2017-08-15T17:22:32Z,Python
pysheeet,https://github.com/crazyguitar/pysheeet,5755,213,753,False,0,0,2016-02-29T03:09:22Z,Python
pytext,https://github.com/facebookresearch/pytext,5736,176,696,False,3,7,2018-07-31T23:40:46Z,Python
readthedocs.org,https://github.com/readthedocs/readthedocs.org,5721,227,3086,False,101,0,2010-08-16T19:18:06Z,Python
ngxtop,https://github.com/lebinh/ngxtop,5719,222,430,False,0,1,2014-03-21T15:39:52Z,Python
SPADE,https://github.com/NVlabs/SPADE,5647,335,657,False,0,0,2019-03-14T03:08:27Z,Python
ipwndfu,https://github.com/axi0mX/ipwndfu,5643,315,1423,False,18,0,2017-04-09T22:21:26Z,Python
pytest,https://github.com/pytest-dev/pytest,5636,185,1334,False,129,23,2015-06-15T20:28:27Z,Python
paramiko,https://github.com/paramiko/paramiko,6113,324,1499,False,41,0,2009-02-02T03:41:08Z,Python
deep-learning-models,https://github.com/fchollet/deep-learning-models,6109,307,2055,False,3,8,2016-08-03T20:59:28Z,Python
python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,6106,153,454,False,14,0,2014-01-25T22:12:08Z,Python
pyro,https://github.com/pyro-ppl/pyro,6075,225,709,False,1,19,2017-06-16T05:03:47Z,Python
nupic,https://github.com/numenta/nupic,6061,642,1581,False,53,47,2013-04-05T23:14:27Z,Python
Anti-Anti-Spider,https://github.com/luyishisi/Anti-Anti-Spider,6055,432,2056,False,1,0,2016-11-14T01:18:11Z,Python
abu,https://github.com/bbfamily/abu,6050,589,2268,False,0,1,2016-09-19T15:31:53Z,Python
eve,https://github.com/pyeve/eve,6031,245,697,False,44,0,2012-10-22T07:39:33Z,Python
anki,https://github.com/ankitects/anki,6025,319,964,False,107,4,2012-12-21T08:03:31Z,Python
h4cker,https://github.com/The-Art-of-Hacking/h4cker,6016,417,888,False,1,0,2017-06-19T17:11:19Z,Python
mps-youtube,https://github.com/mps-youtube/mps-youtube,6014,202,512,False,30,27,2014-02-03T04:17:46Z,Python
supervisor,https://github.com/Supervisor/supervisor,6011,241,1027,False,10,0,2010-12-08T00:48:48Z,Python
psutil,https://github.com/giampaolo/psutil,5997,230,940,False,27,0,2014-05-23T14:01:48Z,Python
arrow,https://github.com/crsmithdev/arrow,5984,137,514,False,15,29,2012-11-18T20:23:27Z,Python
tensorlayer,https://github.com/tensorlayer/tensorlayer,5979,470,1363,False,30,72,2016-06-07T15:55:16Z,Python
text_classification,https://github.com/brightmart/text_classification,5962,299,2240,False,1,0,2017-05-30T14:25:42Z,Python
ajenti,https://github.com/ajenti/ajenti,5933,275,723,False,33,16,2010-03-03T08:04:15Z,Python
botframework-sdk,https://github.com/microsoft/botframework-sdk,5929,484,2228,False,31,75,2016-03-03T23:47:03Z,Python
generative-models,https://github.com/wiseodd/generative-models,5910,313,1857,False,6,0,2016-12-07T11:28:16Z,Python
binwalk,https://github.com/ReFirmLabs/binwalk,5899,346,895,False,7,4,2013-11-15T20:45:40Z,Python
c9-python-getting-started,https://github.com/microsoft/c9-python-getting-started,5864,438,1544,False,0,0,2019-09-17T16:30:14Z,Python
BossSensor,https://github.com/Hironsan/BossSensor,5862,280,1093,False,1,0,2016-07-04T06:09:59Z,Python
python-for-android,https://github.com/kivy/python-for-android,5850,340,1223,False,83,7,2011-11-28T09:02:36Z,Python
django-debug-toolbar,https://github.com/jazzband/django-debug-toolbar,5846,123,859,False,84,2,2008-08-28T06:58:04Z,Python
erpnext,https://github.com/frappe/erpnext,5815,496,2571,False,162,847,2011-06-08T08:20:56Z,Python
beeswithmachineguns,https://github.com/newsapps/beeswithmachineguns,5810,229,641,False,4,0,2010-06-29T21:26:18Z,Python
PyMySQL,https://github.com/PyMySQL/PyMySQL,5806,233,1174,False,22,0,2011-07-27T17:38:47Z,Python
PyTorch-GAN,https://github.com/eriklindernoren/PyTorch-GAN,5758,163,1619,False,0,0,2018-04-21T13:06:40Z,Python
loguru,https://github.com/Delgan/loguru,5758,86,267,False,4,13,2017-08-15T17:22:32Z,Python
pysheeet,https://github.com/crazyguitar/pysheeet,5755,213,753,False,0,0,2016-02-29T03:09:22Z,Python
pytext,https://github.com/facebookresearch/pytext,5736,176,696,False,3,7,2018-07-31T23:40:46Z,Python
readthedocs.org,https://github.com/readthedocs/readthedocs.org,5721,227,3086,False,101,0,2010-08-16T19:18:06Z,Python
ngxtop,https://github.com/lebinh/ngxtop,5719,222,430,False,0,1,2014-03-21T15:39:52Z,Python
nginx-book,https://github.com/taobao/nginx-book,5656,593,1837,False,0,0,2013-01-18T03:40:20Z,Python
SPADE,https://github.com/NVlabs/SPADE,5647,335,657,False,0,0,2019-03-14T03:08:27Z,Python
ipwndfu,https://github.com/axi0mX/ipwndfu,5643,315,1423,False,18,0,2017-04-09T22:21:26Z,Python
pytest,https://github.com/pytest-dev/pytest,5636,185,1334,False,129,23,2015-06-15T20:28:27Z,Python
legit,https://github.com/frostming/legit,5625,94,229,False,4,7,2011-06-25T05:58:18Z,Python
Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF,5613,350,1589,False,27,30,2015-01-31T04:36:01Z,Python
nni,https://github.com/microsoft/nni,5563,184,738,False,0,20,2018-06-01T05:51:44Z,Python
DeepLearningFlappyBird,https://github.com/yenchenlin/DeepLearningFlappyBird,5561,281,1830,False,2,0,2016-03-15T03:52:16Z,Python
vibora,https://github.com/vibora-io/vibora,5548,308,313,False,9,0,2018-06-13T15:58:58Z,Python
synapse,https://github.com/matrix-org/synapse,5537,210,962,False,54,247,2014-08-11T15:51:42Z,Python
theZoo,https://github.com/ytisf/theZoo,5525,758,1596,False,15,2,2014-01-09T18:55:35Z,Python
graphene,https://github.com/graphql-python/graphene,5507,147,588,False,25,43,2015-09-24T09:18:18Z,Python
jupyterhub,https://github.com/jupyterhub/jupyterhub,5491,270,1323,False,24,0,2014-06-12T23:22:10Z,Python
fuck-login,https://github.com/xchaoinfo/fuck-login,5488,384,2039,False,1,0,2016-02-15T08:09:20Z,Python
instabot.py,https://github.com/instabot-py/instabot.py,5469,401,2301,False,95,0,2016-01-18T08:56:34Z,Python
flask-restful,https://github.com/flask-restful/flask-restful,5447,193,863,False,9,6,2012-10-12T00:08:51Z,Python
NewsBlur,https://github.com/samuelclay/NewsBlur,5437,251,933,False,276,0,2009-01-05T14:00:43Z,Python
aws-shell,https://github.com/awslabs/aws-shell,5427,223,506,False,4,0,2015-09-29T19:04:16Z,Python
darkflow,https://github.com/thtrieu/darkflow,5423,251,1945,False,19,0,2016-08-16T05:54:02Z,Python
gitfiti,https://github.com/gelstudios/gitfiti,5423,91,557,False,0,0,2013-04-23T19:32:02Z,Python
apistar,https://github.com/encode/apistar,5421,187,423,False,30,0,2017-03-17T15:42:12Z,Python
WebHubBot,https://github.com/xiyouMc/WebHubBot,5412,333,1495,False,0,0,2017-04-08T16:49:16Z,Python
SpaceshipGenerator,https://github.com/a1studmuffin/SpaceshipGenerator,5411,223,287,False,0,3,2016-06-14T03:16:07Z,Python
Flashlight,https://github.com/nate-parrott/Flashlight,5408,212,442,False,14,46,2014-11-03T04:05:25Z,Python
chinese-dos-games,https://github.com/rwv/chinese-dos-games,5380,149,571,False,0,0,2018-08-30T14:12:12Z,Python
deepo,https://github.com/ufoym/deepo,5375,188,666,False,0,2,2017-10-27T11:41:49Z,Python
keras-yolo3,https://github.com/qqwweee/keras-yolo3,5368,181,2630,False,5,0,2018-04-03T03:36:21Z,Python
SASM,https://github.com/Dman95/SASM,5367,3353,143,False,1,22,2013-06-03T20:46:24Z,Python
pupy,https://github.com/n1nj4sec/pupy,5365,446,1424,False,17,1,2015-09-21T17:30:53Z,Python
ParlAI,https://github.com/facebookresearch/ParlAI,5355,256,1033,False,69,0,2017-04-24T17:10:44Z,Python
webpy,https://github.com/webpy/webpy,5351,362,1295,False,21,1,2008-09-29T03:42:56Z,Python
trump2cash,https://github.com/maxbbraun/trump2cash,5322,286,757,False,1,0,2017-01-22T03:54:56Z,Python
tensorpack,https://github.com/tensorpack/tensorpack,5313,220,1632,False,90,3,2015-12-25T23:08:44Z,Python
chainer,https://github.com/chainer/chainer,5309,314,1372,False,55,102,2015-06-05T05:50:37Z,Python
shadowsocksr,https://github.com/shadowsocksr-backup/shadowsocksr,5308,344,3265,False,0,0,2017-07-27T13:58:27Z,Python
nmt,https://github.com/tensorflow/nmt,5293,242,1801,False,2,0,2017-06-29T00:35:52Z,Python
django-allauth,https://github.com/pennersr/django-allauth,5281,190,1845,False,78,0,2010-10-10T20:10:52Z,Python
boto3,https://github.com/boto/boto3,5268,229,1122,False,14,14,2014-10-03T21:38:03Z,Python
spyder,https://github.com/spyder-ide/spyder,5254,282,1054,False,83,53,2015-02-16T22:49:48Z,Python
Dshell,https://github.com/USArmyResearchLab/Dshell,5241,635,1162,False,1,0,2014-12-17T12:04:51Z,Python
LaZagne,https://github.com/AlessandroZ/LaZagne,5233,381,1415,False,20,19,2015-02-16T14:10:02Z,Python
sh,https://github.com/amoffat/sh,5225,149,419,False,17,0,2012-01-15T05:52:06Z,Python
PySyft,https://github.com/OpenMined/PySyft,5224,199,1172,False,6,7,2017-07-18T20:41:16Z,Python
qutebrowser,https://github.com/qutebrowser/qutebrowser,5220,174,712,False,94,59,2014-06-26T14:59:34Z,Python
werkzeug,https://github.com/pallets/werkzeug,5216,235,1423,False,47,11,2010-10-18T11:42:40Z,Python
awesome-cheatsheet,https://github.com/detailyang/awesome-cheatsheet,5204,240,812,False,0,0,2013-10-22T08:35:19Z,Python
codeface,https://github.com/chrissimpkins/codeface,5200,185,393,False,0,2,2015-06-13T18:13:34Z,Python
open_nsfw,https://github.com/yahoo/open_nsfw,5199,299,1000,False,1,0,2016-08-16T20:37:47Z,Python
opensnitch,https://github.com/evilsocket/opensnitch,5192,210,254,False,4,0,2017-04-16T14:02:50Z,Python
interpy-zh,https://github.com/eastlakeside/interpy-zh,5191,303,1198,False,5,5,2015-09-21T05:29:20Z,Python
ultisnips,https://github.com/SirVer/ultisnips,5185,95,552,False,32,3,2011-12-30T07:07:24Z,Python
social-engineer-toolkit,https://github.com/trustedsec/social-engineer-toolkit,5178,500,1664,False,11,0,2012-12-31T22:01:33Z,Python
taiga-back,https://github.com/taigaio/taiga-back,5154,277,1007,False,65,0,2013-03-19T15:14:00Z,Python
programming-talks,https://github.com/hellerve/programming-talks,5151,301,372,False,3,0,2015-01-18T20:29:42Z,Python
seq2seq,https://github.com/google/seq2seq,5145,255,1216,False,0,0,2017-03-02T22:49:20Z,Python
cnn-text-classification-tf,https://github.com/dennybritz/cnn-text-classification-tf,5142,281,2628,False,0,0,2015-11-24T15:43:25Z,Python
iOSBlogCN,https://github.com/tangqiaoboy/iOSBlogCN,5137,491,1324,False,6,0,2014-03-25T08:26:01Z,Python
xlnet,https://github.com/zihangdai/xlnet,5131,175,998,False,6,0,2019-06-19T08:16:46Z,Python
bypy,https://github.com/houtianze/bypy,5127,301,1124,False,19,0,2013-12-30T17:47:38Z,Python
eht-imaging,https://github.com/achael/eht-imaging,5127,213,457,False,2,4,2015-09-22T15:41:48Z,Python
powerline-shell,https://github.com/b-ryan/powerline-shell,5108,161,687,False,15,0,2012-09-09T16:12:53Z,Python
incubator-tvm,https://github.com/apache/incubator-tvm,5099,355,1396,False,55,7,2016-10-12T22:20:28Z,Python
srez,https://github.com/david-gpu/srez,5100,192,659,False,11,0,2016-08-26T22:22:09Z,Python
neuraltalk,https://github.com/karpathy/neuraltalk,5097,455,1341,False,1,0,2014-11-27T23:22:39Z,Python
fsociety,https://github.com/Manisso/fsociety,5097,365,1196,False,9,0,2016-09-01T03:41:47Z,Python
boltons,https://github.com/mahmoud/boltons,5094,152,269,False,13,18,2013-02-20T06:17:12Z,Python
neural-style,https://github.com/anishathalye/neural-style,5091,231,1469,False,4,0,2015-11-21T23:40:00Z,Python
voltron,https://github.com/snare/voltron,5076,162,343,False,19,7,2013-06-25T09:32:23Z,Python
progressive_growing_of_gans,https://github.com/tkarras/progressive_growing_of_gans,5066,283,979,False,2,0,2017-10-27T09:04:34Z,Python
numba,https://github.com/numba/numba,5063,208,613,False,72,0,2012-03-08T11:12:43Z,Python
gevent,https://github.com/gevent/gevent,5054,259,861,False,80,21,2012-09-13T22:03:03Z,Python
SublimeCodeIntel,https://github.com/SublimeCodeIntel/SublimeCodeIntel,5018,172,543,False,33,0,2011-05-31T00:53:31Z,Python
wxBot,https://github.com/liuwons/wxBot,5006,393,1643,False,10,0,2016-02-12T08:32:54Z,Python
scapy,https://github.com/secdev/scapy,4986,184,1143,False,32,10,2015-10-01T17:06:46Z,Python
cython,https://github.com/cython/cython,4978,228,990,False,207,0,2010-11-21T07:44:20Z,Python
deoplete.nvim,https://github.com/Shougo/deoplete.nvim,4974,100,282,False,145,0,2014-11-27T11:58:33Z,Python
altair,https://github.com/altair-viz/altair,4967,150,488,False,11,7,2015-09-19T03:14:04Z,Python
sanitizers,https://github.com/google/sanitizers,4964,314,539,False,4,0,2014-09-03T23:49:51Z,Python
faster-rcnn.pytorch,https://github.com/jwyang/faster-rcnn.pytorch,4952,90,1708,False,2,0,2017-08-03T19:46:54Z,Python
devops-exercises,https://github.com/bregman-arie/devops-exercises,4935,182,617,False,10,0,2019-10-03T17:31:21Z,Python
data-science-blogs,https://github.com/rushter/data-science-blogs,4935,450,1425,False,1,0,2015-08-05T11:58:14Z,Python
numpy-100,https://github.com/rougier/numpy-100,4922,166,2488,False,3,2,2014-05-27T04:09:47Z,Python
sshuttle,https://github.com/sshuttle/sshuttle,4920,125,335,False,4,0,2014-09-15T04:51:13Z,Python
Reinforcement-learning-with-tensorflow,https://github.com/MorvanZhou/Reinforcement-learning-with-tensorflow,4920,271,3235,False,0,0,2017-05-06T03:01:31Z,Python
dev-setup,https://github.com/donnemartin/dev-setup,4898,184,974,False,0,0,2015-07-08T21:59:38Z,Python
wechat-deleted-friends,https://github.com/0x5e/wechat-deleted-friends,4895,234,1665,False,3,0,2016-01-02T01:28:59Z,Python
transferlearning,https://github.com/jindongwang/transferlearning,4889,276,1833,False,14,0,2017-04-30T11:32:21Z,Python
DisableWinTracking,https://github.com/10se1ucgo/DisableWinTracking,4886,311,331,False,93,27,2015-08-02T21:44:34Z,Python
pymc3,https://github.com/pymc-devs/pymc3,4868,244,1190,False,202,18,2009-05-05T09:43:50Z,Python
dejavu,https://github.com/worldveil/dejavu,4860,272,1111,False,2,0,2013-11-19T02:50:35Z,Python
aws-sam-cli,https://github.com/awslabs/aws-sam-cli,4857,165,741,False,3,56,2017-05-23T18:16:23Z,Python
edx-platform,https://github.com/edx/edx-platform,4851,407,2665,False,2787,4,2013-05-30T20:20:38Z,Python
docker-stacks,https://github.com/jupyter/docker-stacks,4846,199,1912,False,21,0,2015-07-15T15:30:00Z,Python
have-fun-with-machine-learning,https://github.com/humphd/have-fun-with-machine-learning,4843,207,537,False,6,0,2016-12-29T17:43:50Z,Python
statsmodels,https://github.com/statsmodels/statsmodels,4838,263,1869,False,111,12,2011-06-12T17:04:50Z,Python
fail2ban,https://github.com/fail2ban/fail2ban,4827,236,841,False,185,24,2011-09-28T16:24:20Z,Python
Python,https://github.com/injetlee/Python,4814,470,2730,False,5,0,2016-06-23T15:15:23Z,Python
urh,https://github.com/jopohl/urh,4799,305,478,False,9,81,2016-04-01T19:43:07Z,Python
tensorflow-wavenet,https://github.com/ibab/tensorflow-wavenet,4795,287,1197,False,16,0,2016-09-12T13:50:45Z,Python
TopDeepLearning,https://github.com/aymericdamien/TopDeepLearning,4795,350,986,False,0,0,2016-04-27T04:13:03Z,Python
fantasque-sans,https://github.com/belluzj/fantasque-sans,4785,133,110,False,6,17,2013-11-18T09:47:04Z,Python
face_classification,https://github.com/oarriaga/face_classification,4762,236,1416,False,1,0,2017-02-09T14:44:32Z,Python
data-science-from-scratch,https://github.com/joelgrus/data-science-from-scratch,4737,545,2867,False,5,0,2014-11-09T02:31:24Z,Python
dvc,https://github.com/iterative/dvc,4725,99,422,False,26,204,2017-03-04T08:16:33Z,Python
wait-for-it,https://github.com/vishnubob/wait-for-it,4711,80,1259,False,0,0,2016-02-02T17:06:22Z,Python
featuretools,https://github.com/FeatureLabs/featuretools,4693,141,615,False,2,41,2017-09-08T22:15:17Z,Python
trape,https://github.com/jofpin/trape,4685,234,834,False,12,0,2017-10-31T14:03:57Z,Python
django-extensions,https://github.com/django-extensions/django-extensions,4668,112,946,False,94,0,2009-03-21T16:11:19Z,Python
uncaptcha2,https://github.com/ecthros/uncaptcha2,4668,129,447,False,1,0,2018-12-31T17:15:07Z,Python
albumentations,https://github.com/albumentations-team/albumentations,4665,103,630,False,0,4,2018-06-06T03:10:50Z,Python
pkuseg-python,https://github.com/lancopku/pkuseg-python,4660,187,741,False,0,2,2018-08-05T06:41:07Z,Python
PythonSpiderNotes,https://github.com/lining0806/PythonSpiderNotes,4651,353,1914,False,0,0,2015-08-19T03:48:30Z,Python
iScript,https://github.com/PeterDing/iScript,4639,321,1177,False,1,0,2014-04-26T09:16:50Z,Python
autograd,https://github.com/HIPS/autograd,4632,201,678,False,103,1,2014-11-24T15:50:23Z,Python
docker-py,https://github.com/docker/docker-py,4632,211,1346,False,54,63,2013-05-23T16:15:07Z,Python
UGATIT,https://github.com/taki0112/UGATIT,4620,165,781,False,0,0,2019-07-26T00:33:54Z,Python
speech_recognition,https://github.com/Uberi/speech_recognition,4600,273,1615,False,2,23,2014-04-23T04:53:54Z,Python
snownlp,https://github.com/isnowfy/snownlp,4599,357,1149,False,5,0,2013-11-26T11:46:56Z,Python
Hasklig,https://github.com/i-tu/Hasklig,4595,96,139,False,3,8,2014-04-06T11:10:28Z,Python
ImageAI,https://github.com/OlafenwaMoses/ImageAI,4588,258,1327,False,5,9,2018-03-19T23:12:33Z,Python
gspread,https://github.com/burnash/gspread,4585,159,703,False,8,21,2011-12-02T10:46:20Z,Python
truffleHog,https://github.com/dxa4481/truffleHog,4563,138,602,False,1,1,2016-12-31T05:08:12Z,Python
Ultra-Light-Fast-Generic-Face-Detector-1MB,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,4558,155,973,False,0,0,2019-10-10T07:40:48Z,Python
folium,https://github.com/python-visualization/folium,4540,168,1580,False,7,18,2013-05-09T04:21:35Z,Python
MMdnn,https://github.com/microsoft/MMdnn,4533,175,860,False,11,10,2017-08-16T08:03:52Z,Python
keras-rl,https://github.com/keras-rl/keras-rl,4524,228,1173,False,9,8,2016-07-02T15:53:12Z,Python
tensorboard,https://github.com/tensorflow/tensorboard,4503,207,1159,False,21,30,2017-05-15T20:08:07Z,Python
marshmallow,https://github.com/marshmallow-code/marshmallow,4503,87,496,False,30,0,2013-11-10T21:32:24Z,Python
modin,https://github.com/modin-project/modin,4501,98,289,False,4,23,2018-06-21T21:35:05Z,Python
Awesome-CoreML-Models,https://github.com/likedan/Awesome-CoreML-Models,4499,230,375,False,1,0,2017-08-22T10:43:47Z,Python
grip,https://github.com/joeyespo/grip,4499,76,311,False,5,0,2012-11-17T07:27:16Z,Python
pyston,https://github.com/dropbox/pyston,4495,255,305,False,52,7,2014-04-01T07:17:20Z,Python
noteshrink,https://github.com/mzucker/noteshrink,4483,108,325,False,0,0,2016-09-06T12:32:18Z,Python
TensorFlow-World,https://github.com/astorfi/TensorFlow-World,4475,173,428,False,0,1,2017-03-24T22:19:05Z,Python
Sublist3r,https://github.com/aboul3la/Sublist3r,4469,181,1134,False,0,1,2015-12-15T00:55:25Z,Python
rtv,https://github.com/michael-lazar/rtv,4458,83,253,False,5,38,2015-02-08T08:10:02Z,Python
cleverhans,https://github.com/tensorflow/cleverhans,4456,194,1102,False,4,6,2016-09-15T00:28:04Z,Python
package_control,https://github.com/wbond/package_control,4457,194,820,False,57,0,2011-08-04T13:13:57Z,Python
stargan,https://github.com/yunjey/stargan,4449,141,816,False,2,0,2017-11-27T01:43:01Z,Python
ChatBotCourse,https://github.com/warmheartli/ChatBotCourse,4429,360,1481,False,1,0,2016-06-23T01:27:49Z,Python
hyperopt,https://github.com/hyperopt/hyperopt,4428,118,750,False,30,0,2011-09-06T22:24:59Z,Python
scrapy-redis,https://github.com/rmax/scrapy-redis,4413,299,1430,False,7,1,2011-08-29T04:06:23Z,Python
saws,https://github.com/donnemartin/saws,4413,111,238,False,12,8,2015-08-24T10:21:15Z,Python
robotframework,https://github.com/robotframework/robotframework,4413,435,1351,False,72,34,2014-06-27T11:10:38Z,Python
spinningup,https://github.com/openai/spinningup,4406,178,900,False,0,1,2018-11-07T20:52:15Z,Python
learn-python3,https://github.com/michaelliao/learn-python3,4399,496,4144,False,2,0,2015-05-15T05:29:05Z,Python
streamlink,https://github.com/streamlink/streamlink,4398,190,517,False,57,26,2016-09-16T17:52:50Z,Python
ipv6-hosts,https://github.com/lennylxx/ipv6-hosts,4388,371,1118,False,49,0,2014-07-15T12:36:53Z,Python
machine_learning_examples,https://github.com/lazyprogrammer/machine_learning_examples,4382,534,4241,False,0,0,2014-07-31T23:40:45Z,Python
setup.py,https://github.com/navdeep-G/setup.py,4380,99,429,False,0,0,2017-08-28T15:54:23Z,Python
WechatSogou,https://github.com/chyroc/WechatSogou,4378,262,1395,False,10,7,2016-05-09T11:43:25Z,Python
pix2pixHD,https://github.com/NVIDIA/pix2pixHD,4374,159,895,False,1,0,2017-12-01T19:19:14Z,Python
PathPicker,https://github.com/facebook/PathPicker,4356,131,274,False,10,12,2015-05-01T03:05:54Z,Python
faust,https://github.com/robinhood/faust,4356,127,324,False,5,3,2017-03-08T18:36:11Z,Python
auto-sklearn,https://github.com/automl/auto-sklearn,4355,213,838,False,7,11,2015-07-02T15:38:10Z,Python
acme-tiny,https://github.com/diafygi/acme-tiny,4352,167,519,False,7,0,2015-11-26T05:44:00Z,Python
jasper-client,https://github.com/jasperproject/jasper-client,4349,283,1058,False,5,0,2014-03-30T20:02:44Z,Python
lbry-sdk,https://github.com/lbryio/lbry-sdk,4337,151,359,False,58,219,2015-08-20T15:24:10Z,Python
gcn,https://github.com/tkipf/gcn,4329,133,1348,False,0,0,2016-11-11T10:59:21Z,Python
discord.py,https://github.com/Rapptz/discord.py,4329,225,1304,False,56,0,2015-08-21T22:19:08Z,Python
pytorch-lightning,https://github.com/PyTorchLightning/pytorch-lightning,4318,84,461,False,6,12,2019-03-31T00:45:57Z,Python
dgl,https://github.com/dmlc/dgl,4305,148,754,False,5,8,2018-04-20T14:49:09Z,Python
haipproxy,https://github.com/SpiderClub/haipproxy,4299,195,811,False,4,1,2017-09-16T07:14:27Z,Python
