idtitlecreatedAtclosedAtclosed
MDU6SXNzdWUxOTY4OTQwMTY="some of the ""In[]"" fields don't contain any code"2016-12-21T10:12:59Z2016-12-21T10:13:17ZTrue
MDU6SXNzdWUyMjA4MjI4NDc=The different between numpy function and ndarray method2017-04-11T02:35:45Z2017-04-13T11:50:25ZTrue
