idtitlecreatedAtclosedAtclosed
MDU6SXNzdWUzMzMwMjY3OTQ=Define a standard between Jupyter and RStudio2018-06-17T01:16:10Z2018-06-28T21:57:50ZTrue
MDU6SXNzdWUzMzY3OTY2NDU=Open Rmd files as notebooks in Jupyter Lab2018-06-28T22:07:28Z2018-09-11T16:49:51ZTrue
MDU6SXNzdWUzMzgyMDg3MjM=Jupyter does not saves Rmd when notebook_dir is set2018-07-04T09:54:18Z2018-07-05T04:38:04ZTrue
MDU6SXNzdWUzMzg0NzM4OTE=UnicodeEncodeError: 'ascii' codec can't encode character u'\xd7'2018-07-05T08:26:36Z2018-07-10T22:44:27ZTrue
MDU6SXNzdWUzMzk3ODcyNzc=Always use .Rmd as main format, take output from .ipynb.2018-07-10T10:39:45Z2018-07-17T22:42:43ZTrue
MDU6SXNzdWUzNDAyNDA3NTU=Preserve consecutive markdown cells in round trip conversion2018-07-11T13:25:05Z2018-07-18T21:58:44ZTrue
MDU6SXNzdWUzNDI0Mjk1OTM=nbrmd creates .py file although not specified. 2018-07-18T17:51:17Z2018-07-26T00:08:35ZTrue
MDU6SXNzdWUzNDI0MzMwNTk=Do not add default options to notebook metadata?2018-07-18T18:01:21Z2018-07-18T22:52:36ZTrue
MDU6SXNzdWUzNDI2MjY2NTc=Test .Rmd notebooks within Jupyter using online mybinder.org service2018-07-19T08:22:00Z2018-07-19T21:56:17ZTrue
MDU6SXNzdWUzNDI3ODI3MjQ=Indented python code in .py file should not be split into multiple cells2018-07-19T15:37:42Z2018-07-19T23:13:43ZTrue
MDU6SXNzdWUzNDI4OTgwNDE=Notebook Fourier with ioslides is not parsed correctly2018-07-19T21:36:16Z2018-07-22T23:35:58ZTrue
MDU6SXNzdWUzNDMwNDE1ODM=Demo Rmd, R and py notebooks in binder2018-07-20T09:43:31Z2018-07-26T00:13:26ZTrue
MDU6SXNzdWUzNDM1Mjc2OTA=Python scripts with comments inside triple quotes are not parsed correctly2018-07-23T08:02:07Z2018-07-26T00:11:00ZTrue
MDU6SXNzdWUzNDM1MjgxMzM=Test that R to Rmd conversion is consistent with knitr::spin2018-07-23T08:03:41Z2018-08-24T21:36:29ZTrue
MDU6SXNzdWUzNDM2OTkzMDc=Rmd option not preserved on round trip2018-07-23T16:11:08Z2018-07-26T00:08:35ZTrue
MDU6SXNzdWUzNTAzNDE2OTE=Escape jupyter magic commands2018-08-14T09:06:44Z2018-08-21T01:28:19ZTrue
MDU6SXNzdWUzNTAzNDI5MzA=Implement 'active' option for py and R scripts2018-08-14T09:10:34Z2018-08-21T01:25:18ZTrue
MDU6SXNzdWUzNTAzNDQzMTY=Preserve python cells when converting to python scripts2018-08-14T09:14:43Z2018-08-21T01:28:09ZTrue
MDU6SXNzdWUzNTE1MDM0OTI=Raw cells are not preserved by round trip conversion (ipynb to py)2018-08-17T08:28:29Z2018-08-21T01:27:57ZTrue
MDU6SXNzdWUzNTI4NDU2MTE=%autoreload magics is not escaped2018-08-22T08:07:53Z2018-08-23T00:01:49ZTrue
MDU6SXNzdWUzNTMwMjA2MzM=Version numbering for text-only notebook formats2018-08-22T16:00:54Z2018-08-23T00:01:49ZTrue
MDU6SXNzdWUzNTM4MDIxMDk=Code cells may be merged or splitted when code is reformated in IDE2018-08-24T14:16:37Z2018-08-31T05:23:45ZTrue
MDU6SXNzdWUzNTQ2NjIzNzA=Why should Jupyter magic commands be commented out in Markdown?2018-08-28T10:12:45Z2018-08-31T05:23:35ZTrue
MDU6SXNzdWUzNTQ3NjY5NDM=Incorrect .ipynb > .py > .ipynb roundtrip2018-08-28T14:49:10Z2018-08-31T05:22:20ZTrue
MDU6SXNzdWUzNTQ3NjgxOTg=Needed annotations?2018-08-28T14:52:01Z2018-08-31T05:22:15ZTrue
MDU6SXNzdWUzNTQ3NzU0OTM=Info message should be updated2018-08-28T15:07:48Z2018-08-31T05:22:11ZTrue
MDU6SXNzdWUzNTU2NDcwODU=Export and import Jupyter notebooks from plain markdown2018-08-30T15:49:34Z2018-08-31T05:22:06ZTrue
MDU6SXNzdWUzNTU2NTM4ODY=Binder examples should be simpler2018-08-30T16:06:01Z2018-08-31T05:20:39ZTrue
MDU6SXNzdWUzNTU2NTUwMjk=Command line conversion using --from and --to2018-08-30T16:09:02Z2018-09-07T00:35:03ZTrue
