idtitlecreatedAtclosedAtclosed
MDU6SXNzdWUyMzQzNjg4NzI=Expected features2017-06-07T23:14:11Z2017-09-05T01:11:03ZTrue
MDU6SXNzdWUyNTU0NjA2NjI=More powerful initial project creation2017-09-06T02:19:49Z2017-09-19T05:13:55ZTrue
MDU6SXNzdWUyNTU0OTA4MzQ="""hatch use <env>"" consumes 100% of CPU "2017-09-06T06:05:35Z2017-09-06T07:44:30ZTrue
MDU6SXNzdWUyNTU2MDU5OTM=venvs are stored in /Users/x/Library/Application Support - space is not supported2017-09-06T13:35:09Z2017-09-07T03:52:32ZTrue
MDU6SXNzdWUyNTU4MDUxNzU=Replacing Pyenv?2017-09-07T03:37:47Z2017-09-07T04:01:56ZTrue
MDU6SXNzdWUyNTYwNzg2MTE=shed does not allow names with a comma2017-09-07T21:39:14Z2017-09-07T21:39:35ZTrue
MDU6SXNzdWUyNTYxMzYzMDM=zsh - no custom prompt2017-09-08T04:15:12Z2017-09-08T05:12:25ZTrue
MDU6SXNzdWUyNTYzMDAxNTY=Install on ubuntu 16.042017-09-08T16:02:44Z2017-09-10T02:19:37ZTrue
MDU6SXNzdWUyNTY0NzY0ODQ=How to contribute?2017-09-10T00:53:55Z2017-09-10T02:41:16ZTrue
MDU6SXNzdWUyNTY0OTExODM=Issue when working together with oh-my-zsh, pyenv2017-09-10T07:22:36Z2017-09-11T06:37:07ZTrue
MDU6SXNzdWUyNTY2NDk0NTc=Calling to source bin/activate twice on OS X2017-09-11T10:08:10Z2017-09-11T13:07:54ZTrue
MDU6SXNzdWUyNTY3OTIxMzM=Fedora packaging2017-09-11T18:03:47Z2017-09-13T21:30:14ZTrue
MDU6SXNzdWUyNTY5MTU1NDM=Integration with pipenv?2017-09-12T04:37:54Z2017-09-19T05:12:51ZTrue
MDU6SXNzdWUyNTgyNDEyOTI=Entering virtualenv with fish as shell uses deprecated/removed '.'2017-09-16T16:15:42Z2017-09-16T17:17:51ZTrue
MDU6SXNzdWUyNTg4NjY0OTI=add @frenzymadness to authors2017-09-19T15:35:30Z2017-09-20T14:34:02ZTrue
MDU6SXNzdWUyNTkwNDIwODE=add @amjith to authors2017-09-20T05:14:17Z2017-09-20T14:38:58ZTrue
MDU6SXNzdWUyNTkwNDk4Mjg=doesn't support python22017-09-20T06:07:18Z2017-09-20T14:38:15ZTrue
MDU6SXNzdWUyNTk4MjM4NTM=Support Custom PyPI Server Releases2017-09-22T13:58:24Z2017-09-23T20:12:36ZTrue
MDU6SXNzdWUyNTk4NjU2MzY=Allow `hatch grow` to Transition to Final Releases2017-09-22T16:13:51Z2017-09-23T02:38:16ZTrue
MDU6SXNzdWUyNTk4ODEwMTQ=OS X virtualenv Handling is Broken2017-09-22T17:16:03Z2017-09-22T19:41:05ZTrue
MDU6SXNzdWUyNTk5MjM2NzA=Tests failing temporarily2017-09-22T20:10:59Z2017-09-23T17:01:27ZTrue
MDU6SXNzdWUyNTk5MzYzMzA=`hatch clean` Should Ignore virtualenv in Project2017-09-22T21:02:50Z2017-09-24T14:34:21ZTrue
MDU6SXNzdWUyNTk5MzgxMzg=Means for Running `hatch test` inside of virtualenv2017-09-22T21:10:35Z2017-09-25T19:19:59ZTrue
MDU6SXNzdWUyNTk5OTczNzY=Does it work with anaconda python?2017-09-23T10:00:40Z2017-09-24T13:58:26ZTrue
MDU6SXNzdWUyNjAwNzAyMTc=hatch test coverage includes test files2017-09-24T09:07:25Z2017-09-24T11:42:19ZTrue
MDU6SXNzdWUyNjAwODQyODc=Add support for linting2017-09-24T13:33:06Z2017-09-24T13:39:05ZTrue
MDU6SXNzdWUyNjAxOTI1NzU=Add delete operation for environments2017-09-25T08:28:22Z2017-09-25T13:45:04ZTrue
MDU6SXNzdWUyNjExODY0NTY=What is setup.py?2017-09-28T03:59:03Z2017-09-28T13:36:35ZTrue
MDU6SXNzdWUyNjE2ODcyNzk=How should we identify dependencies?2017-09-29T15:54:38ZFalse
MDU6SXNzdWUyNjE4NDU4NjI=Integration with Conda2017-09-30T14:04:46ZFalse
MDU6SXNzdWUyNjQyNjYzMjM=Make default venv created have a more appropriate name (like the project name)2017-10-10T15:10:53ZFalse
MDU6SXNzdWUyNjgyODE2Njc=Add Pipfile support?2017-10-25T06:35:53Z2017-10-25T14:41:47ZTrue
MDU6SXNzdWUyNzg1NzkzODk='hatch shell' doesn't play nicely with ntfy2017-12-01T19:59:28Z2017-12-04T16:08:35ZTrue
MDU6SXNzdWUyODg1NzIyMzI=Couldn't install Hatch on Ubuntu 14.042018-01-15T12:04:25ZFalse
MDU6SXNzdWUzMDg5ODM5ODA=Using pipenv instead of virtualenv2018-03-27T14:05:26Z2018-03-27T21:12:20ZTrue
MDU6SXNzdWUzMDk4MTE0NzM=support for tab completion2018-03-29T15:58:22ZFalse
MDU6SXNzdWUzNDcxNTY3Mjg=Support Automatic Loading of .env with hatch shell2018-08-02T20:10:10ZFalse
MDU6SXNzdWU0MDM0MDAwOTg=Add more licenses2019-01-26T03:25:28ZFalse
MDU6SXNzdWU0MDYxMzAwMjk=Location of settings.json2019-02-03T20:57:25ZFalse
MDU6SXNzdWU0MDYxNTk0MDI=Initial Version 0.1.02019-02-04T02:03:14ZFalse
MDU6SXNzdWU0MTE3MjEyODE=PyPI support for README.md2019-02-19T02:53:13ZFalse
MDU6SXNzdWU0MTIzNzgyNDI=Release tagging support2019-02-20T11:28:47ZFalse
MDU6SXNzdWU0MTI3ODE1NjI=Default CLI entry_point2019-02-21T07:19:35ZFalse
MDU6SXNzdWU0MzAwMzg4MzU=Change location of config2019-04-06T14:23:44ZFalse
MDU6SXNzdWU0OTQxOTUxMjM=src layout support2019-09-16T18:01:48ZFalse
MDU6SXNzdWU1MDcxNDUwOTA=DeprecationWarning: invalid escape sequence2019-10-15T10:11:08Z2019-10-20T21:16:23ZTrue
MDU6SXNzdWU1MDcxNDcxNDA=CI failures with test.pypi.org error2019-10-15T10:15:08Z2019-10-20T20:47:39ZTrue
MDU6SXNzdWU1MDk4NTQ5MDg=nox support2019-10-21T09:52:05ZFalse
MDU6SXNzdWU1MTAwNjA4MTU=Version 0.22 broken on Ubuntu 18.04.32019-10-21T15:39:52Z2019-10-23T01:24:29ZTrue
MDU6SXNzdWU1MjI5ODY0OTQ=org-mode support for readme2019-11-14T16:59:11ZFalse
MDU6SXNzdWU1MjUxMjgyNDA=Python Upgrade via Homebrew Breaks Virtualenvs2019-11-19T16:41:28ZFalse
MDU6SXNzdWU1NDA2NzYyNjk=hatch release: --strict flag is misleading?2019-12-20T01:04:27ZFalse
MDU6SXNzdWU1Njk2NjczMDM=Python 3.92020-02-24T06:53:47ZFalse
MDU6SXNzdWU2MDY0MTg0NzI=Can i try making Plugin support?2020-04-24T15:58:27ZFalse
