idtitlecreatedAtclosedAtclosed
MDU6SXNzdWU0MTI4MjQ4MDk=can use cpu？？？2019-02-21T09:25:16Z2019-02-21T09:28:15ZTrue
MDU6SXNzdWU0MTI4MzMzMjA=ImportError: No module named ui.ui2019-02-21T09:45:09ZFalse
MDU6SXNzdWU0MTI4NDg4NTY=Undefined names: 'x' and 'DictAsMember'2019-02-21T10:20:07ZFalse
MDU6SXNzdWU0MTI4Nzg1OTE="qt.qpa.plugin: Could not load the Qt platform plugin ""xcb"" in """" even though it was found. This application failed to start because no Qt platform plugin could be initialized. Reinstalling the application may fix this problem.  Available platform plugins are: eglfs, linuxfb, minimal, minimalegl, offscreen, vnc, wayland-egl, wayland, wayland-xcomposite-egl, wayland-xcomposite-glx, webgl, xcb."2019-02-21T11:30:04ZFalse
MDU6SXNzdWU0MTI4ODYxMjE=more questions?how can i run on my mac2019-02-21T11:50:09ZFalse
MDU6SXNzdWU0MTMwNzg0ODA=Add LICENSE2019-02-21T19:07:12Z2019-02-21T22:51:24ZTrue
MDU6SXNzdWU0MTM0OTU5MjA=Commenting out GPU_NUM leads to key error2019-02-22T17:08:10Z2019-02-24T08:26:51ZTrue
MDU6SXNzdWU0MTM4MTU0OTg=Error: Config file doesn't exist2019-02-24T12:19:24Z2019-02-25T01:04:27ZTrue
MDU6SXNzdWU0MTM4NDEwMjM='QWidget' object has no attribute 'open'2019-02-24T16:42:03Z2019-02-25T01:06:07ZTrue
MDU6SXNzdWU0MTQ4MDk0OTU=Cyrillic symbols in filName2019-02-26T20:42:31ZFalse
MDU6SXNzdWU0MTU0OTAxNzg=issues about  Local signal normalization2019-02-28T07:49:19Z2019-02-28T08:33:18ZTrue
MDU6SXNzdWU0MTU1MDc5MDE=Example do not start on CPU2019-02-28T08:43:11Z2019-02-28T09:50:58ZTrue
MDU6SXNzdWU0MTU3Njg3Mzk=No such process2019-02-28T18:44:43ZFalse
MDU6SXNzdWU0MTYwODk2NTc="Traceback (most recent call last):   File ""demo.py"", line 11, in <module>     from model import Model   File ""/home/anbanglee/SC-FEGAN-master/model.py"", line 4, in <module>     from ops import *   File ""/home/anbanglee/SC-FEGAN-master/ops.py"", line 9     """"""       ^ SyntaxError: invalid syntax"2019-03-01T12:52:05ZFalse
MDU6SXNzdWU0MTY0NzA3MDg=tf.variable not working properly2019-03-03T03:27:26Z2019-03-03T12:55:39ZTrue
MDU6SXNzdWU0MTY1MTMxMjI=checkpoint not found2019-03-03T12:56:20Z2019-03-03T17:13:37ZTrue
MDU6SXNzdWU0MTY4MDA3MzU=Add training code2019-03-04T13:26:32ZFalse
MDU6SXNzdWU0MTc5MDU0NzA=Extract Masked Image2019-03-06T16:48:12ZFalse
MDU6SXNzdWU0MTkyMDY2MDM=concat() got an unexpected keyword argument 'axis'2019-03-10T16:49:20Z2019-03-10T17:26:24ZTrue
MDU6SXNzdWU0MTk4MjkyMjM=How to make sketch 2019-03-12T06:56:22Z2019-03-13T02:49:12ZTrue
MDU6SXNzdWU0MjAyOTM4NTI=Version of dependencies.2019-03-13T02:55:37ZFalse
MDU6SXNzdWU0MjAzNDUwMDg=A question about the ablation study in the paper2019-03-13T06:57:50ZFalse
MDU6SXNzdWU0MjYyMTM4MTg=Google drive model is missing checkpoint file2019-03-27T22:37:13ZFalse
MDU6SXNzdWU0MzE3OTc2Mjg=There is no file 'SC-FEGAN.ckpt' in your Google drive2019-04-11T02:11:19ZFalse
MDU6SXNzdWU0MzI0MzgxNjc=ValueError: Couldn't find 'checkpoint' file or checkpoints in given directory /home/mustafa/ckpt2019-04-12T08:03:25Z2019-07-04T08:35:12ZTrue
MDU6SXNzdWU0MzI0NDI2MjM=ModuleNotFoundError: No module named 'utils.config'2019-04-12T08:15:06ZFalse
MDU6SXNzdWU0MzUyMzYwMTQ=512x512 issue2019-04-19T16:41:57ZFalse
MDU6SXNzdWU0Mzk1NDE2MjI=can I have requirements.txt file? 2019-05-02T11:23:51ZFalse
MDU6SXNzdWU0NDAzMjI1OTY=How to generate RGB color stroke map?2019-05-04T13:21:11ZFalse
MDU6SXNzdWU0NDcyNzc1OTM=Getting a lot of errors2019-05-22T18:19:18ZFalse
MDU6SXNzdWU0NTY4MDQ2NDM=LICENSE concern2019-06-17T08:25:06ZFalse
MDU6SXNzdWU0NTY4NDkxOTM=Question about gated deconv2019-06-17T10:03:45ZFalse
MDU6SXNzdWU0NzAyNTI2MjY=How's the result compared with Deepfillv2z(Gated Conv)2019-07-19T10:22:23ZFalse
MDU6SXNzdWU0NzIxNjU1OTA=Did not get good result from the model you provide.2019-07-24T09:06:49ZFalse
MDU6SXNzdWU0ODA2NjAwOTQ="The generator seems didn't use ""mask"" information."2019-08-14T12:49:00Z2019-08-15T02:05:19ZTrue
MDU6SXNzdWU0ODU2NDAyNjk=3D inpainting2019-08-27T07:40:01Z2019-10-25T17:39:31ZTrue
MDU6SXNzdWU0ODg3MzUwODY=reading a Custom Mask2019-09-03T17:37:21Z2019-09-23T08:00:57ZTrue
MDU6SXNzdWU0OTY2NTYwNjg=Gated transposed convolution seems odd2019-09-21T13:28:24ZFalse
MDU6SXNzdWU1MTMxODU0MTU=how to train the model code!2019-10-28T09:20:45ZFalse
MDU6SXNzdWU1MjI4OTM3NTU=question in GatedConv2d 2019-11-14T14:27:17ZFalse
MDU6SXNzdWU1Mjk4NjI3Mjg=Issue with downscaling the images2019-11-28T11:42:49ZFalse
MDU6SXNzdWU1NDAwNDU0NzE=When will the training code be released?2019-12-19T03:03:37ZFalse
MDU6SXNzdWU1NTUwNzY0NDc=qt.qpa.xcb: could not connect to display 2020-01-25T11:52:04ZFalse
