idtitlecreatedAtclosedAtclosed
MDU6SXNzdWUzNTMzNTE3NzE=crazy idea2018-08-23T12:08:29Z2018-08-23T17:57:44ZTrue
MDU6SXNzdWUzNTM3NTE5NjM=make fails on macOS 10.13.62018-08-24T11:47:46Z2019-09-02T14:03:49ZTrue
MDU6SXNzdWUzODA5ODU0NTM=May I suggest using Github's releases  for ebook files 2018-11-15T03:34:01Z2019-11-26T21:42:50ZTrue
MDU6SXNzdWU0MTk1MjQzODU=Checksum code missing bit flip2019-03-11T15:14:32Z2019-03-12T21:05:19ZTrue
